	respondent,date,collectionpoint,form,question,answer
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Affirmative action is an unfair practice.","Disagree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1220560","2018-04-18 22:57:06","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Agree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1220565","2018-04-18 23:00:09","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Abortion is a choice.","Agree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1220572","2018-04-18 23:04:15","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Abortion is a choice.","Disagree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Neutral"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Agree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1220575","2018-04-18 23:05:49","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Free speech includes hate speech.","Neutral"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Neutral"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1220578","2018-04-18 23:07:52","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Agree"
"1220583","2018-04-18 23:11:58","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Neutral"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Affirmative action is an unfair practice.","Neutral"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1220585","2018-04-18 23:12:51","Free Speech","Free Speech","Immigration is bad for the US.","Disagree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Strongly Agree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Agree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Affirmative action is an unfair practice.","Agree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Strongly Agree"
"1220592","2018-04-18 23:20:59","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Neutral"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Free speech includes hate speech.","Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Strongly Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Affirmative action is an unfair practice.","Strongly Disagree"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Not all forms of speech are protected by the first amendment.","Neutral"
"1220594","2018-04-18 23:21:52","Free Speech","Free Speech","Immigration is bad for the US.","Strongly Disagree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","Abortion is a choice.","Strongly Agree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","It is my right to make jokes about other people sexual identity.","Strongly Disagree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","Some religions (ex. Islam) are more prone to commit violence than others.","Strongly Disagree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","College students should be exposed to challenging views. All views.","Agree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","I do not feel safe sharing all my political and social opinions on campus.","Strongly Disagree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","Free speech includes hate speech.","Strongly Disagree"
"1220596","2018-04-18 23:22:54","Free Speech","Free Speech","Racism sexism islamophobia etc. are labels used to limit free speech.","Disagree"
